formula,target
H3 F13 O1 U3,6.51
C11.064 Al12 Na12 O70.128 Si12,1.96
H88 Co2 Fe8 K12 O158 P4 W28,3.96
Cl3 Nb1 Se1,3.69
Fe0.5 O2.85 Sr1 Ti0.5,5.21
H16 Cs2 Cu2 O26 P6,2.77
Ga1 Nb1 Rh1,9.7
C6 H8 Fe2 N6 O4,2.12
C10 Mn1 O10 Re1,2.38
Ba0.91 O3.003 U0.91,7.59
C0.96 Ti0.22 V0.78,5.55
H6 Eu1 K1 N3,2.99
O12 Rb2 Se1 W3,6.0
Br1 Na1 O3,3.32
Ca1 F2,3.18
Al477.44 Cr63.42 Fe51.42,3.52
Bi1 Ca8.5 Cd0.5 O28 V7,3.6
H2 Ba1 Ge3 O8,5.7
H64 Al54 Na16.544 O416 Si138 Y12.064,1.48
Ba1.9 Ca0.4 Cu3 Nd0.1 O7 Y0.6,6.12
O11 Sr1 Ta4,7.85
Ni1 O6 Pb1 Se2,6.34
Ni1 Sn8 Tb4,8.55
C2 Ba2 Co1 F2 O6,4.76
H2 Al1 O5 P1,2.52
Ag0.85 Bi0.7 Nb0.15 Sb0.3 Se2,7.53
Li0.2 Te2 Ti1,6.15
H4 B8 O17 Pu1,3.41
H2 Cs1 F1 O6.5 P1 U1,4.91
Ba0.196 Ca2.346 Cu3 O9 Pb0.5 Sr1.43 Tl0.528,5.92
H3.35 Fe2 Gd0.1 Y0.9,5.66
Be1 O1,3.01
Co1.06 Fe0.96 In0.98 O4,6.04
Al2 O6 Rb6,4.03
Ca7 F2 La3 O24 P3 Si3,3.92
Fe4 Hf9 Sn10,11.19
Br3 Gd2,6.0
O28 Sr9 Tm1 V7,4.06
K1.54 Mg0.77 O16 Ti7.23,3.7
C4 H16 N2 S14 Sb8,3.33
Pt1 Sb1 Se1,10.37
Al1.587 Cr0.381 Fe0.263 Mg0.755 Mn0.003 Ni0.005 O4 Si0.001 Ti0.001 Zn0.004,3.94
Pd1.35401 Zn0.64699,10.85
Ce0.88 Cu2.75 Mo0.25 O9.41 Sr2 Y1.12,5.95
Eu1 N1 O6 Te1,4.78
C0.5 B0.5 Gd1 Pd3,11.6
B3.72 W2,12.61
Co2 Mg1 Nd1 Ni2,7.44
Ba0.5 Ce0.475 O2.975 Sr0.5 Yb0.05 Zr0.475,5.86
Cu1 Na1 O1,3.72
Ag1 F4 Na1,4.24
Fe2 Ho1 Si2,7.28
H15 Cu1 F18 K1 N5 P3,2.23
Nb1 Ti1,6.64
Ba0.97 La0.02 Nb0.04 O3 Ti0.95,6.04
Cu2 Ho1,9.2
Au0.27 Pd1.93 Zn10.81,8.52
Bi1 Eu2 S4,6.27
C4 H16 Cl5 Fe1 N2,1.47
Se1 Th1,10.19
Cd3.08 Er9.92 Fe1,9.26
Co0.1 La0.67 Mn0.9 O2.97 Pb0.33,7.46
Ca0.8 Eu0.2 O4 W1,6.59
Ag1.91 S8 Si2 Sr3,3.76
Co2 Ga1 Lu6,10.1
Cd0.8 S1 Sr0.2,5.5
Ga1.52 In0.48 O3,6.55
C2 H8 Co1 I2 N4 S2,2.71
H1 Fe0.878 O2 V0.122,4.25
Mg0.841 Mn0.159 O1,3.9
In20 Ni9 Tm10,9.44
Nb0.44 O3 Th0.11 W0.56,6.35
Ba0.685 Bi1 K0.315 O3,7.69
H20 Mo4 N4 O18,2.66
H12 Co1 O24 P6 Rb4,2.78
Co0.8 Fe2 Mg0.2 O4,5.15
Al0.008 In0.032 La0.7 Mn0.96 O3 Sr0.3,6.22
H4 Al12 Ba2.4 F64 Na4 O4 Sr11.6,4.03
Ag2 Ge2 O5,6.51
Ho1 O2 Rb1,6.99
Al1 Cu1 S1 Se1,4.22
H80 Co8 K12 Na6 Nb24 O119,2.79
C2 Nb1 Ta1,11.25
H18.5 Cs3 K3.5 O52 Si1 Ta3 W9,4.54
Ag2.8 Mn1.2,9.04
As2 K2 O9 U1,4.32
Bi24.02 Mn1.4 O39.99 Si0.58,9.13
Na4 S8 Sn3,3.23
Ca8.63 Sb10 Sr2.37,4.63
Ba1 Ga2 Mg2 N4,5.26
Al1 Gd3 Mn1 S7,5.17
C16 H64 K2 N4 Nb10 O34,2.4
O3 Rh1 Tb1,8.89
Co0.5 Cu0.5 Nd1 O3.876 Sr1,6.65
Ba0.9 In2 Nd2 O7 Sr0.1,7.14
Ni3 Zr1,8.45
H3 K3 O13 P2 V2,2.71
Cu3 Ni2 O6 Sb1,6.23
K2 O3 Te1,3.49
C2 H1 K1 O7 Pb2,5.7
H4 Li2 O12 S3,2.01
S3.13 Ta3.28 Zr9.72,8.04
La0.72 Mn2 Nd0.48 O7 Sr1.8,6.1
Al1 K0.67 Na0.35 O4 Si1,2.64
La0.94 Mn1 O3 Sr0.06,6.61
Al3.5 Ce0.06 Lu2.94 Mg0.75 O12 Si0.75,6.6
Ag1 Fe13 Pr6,7.42
Fe3.5 Ga0.5 N1,7.43
Al1.21 O0.024 Ti2.79,4.12
As3 Co1,6.84
Ba1 F11 Li1 Zr2,4.71
Al0.25 Co1.75 Dy0.3 Ho0.3 Tb0.4,9.69
H2.35 K7.814 O33.58 Si12 Sm3,3.0
Cr1.1 Fe0.9 Mg1 O4,4.47
O1 Si1 Zr1,4.57
Ba2 Ca1.82 Cu3 O8.92 Tl2.18,7.04
Fe14.5 Gd2 Si2.5,7.62
Fe0.762 Mg1.08 O4 Si1,3.97
Al24.98 Au7.33 Ca3 W1,6.31
Ce0.2 Co0.25 Fe0.55,10.22
La1.39 Mn2 O7 Sr1.61,6.07
Ba2 Ca2 Sn6,5.46
Na0.505 O5 P1 Rb0.495 Ti1,3.28
Ba1 Co1 O6 Sr1 W1,7.26
H8 Cl4 O22 Pb4,4.39
Cs3 P1 Se4,4.15
B1 Fe14 Th2,8.87
Ca0.75 F2.25 Y0.25,3.87
Bi7 I8 Rh1,7.01
Ga1.7 Ho1 Ni0.3,8.58
Mn1 Na1.1 O10 Si4,2.62
H2.023 Ca9.868 O26.354 P5.586,3.1
Ca2 O9 Rb2 Si3,3.09
In2 Li3 O12 P3,3.72
Ga3.5 Ho2 Ni0.5,8.45
H2 Co1 O7 P2,2.89
B1 Co1 Dy0.1 Fe12.8 Nb0.2 Pr1.9,7.59
Ca1 Na2 O4 Si1,2.83
Ce0.85 O2.925 Sr1 Y0.15,5.62
B4 Mn1 U1,9.66
Al2 O12 Si3 Sr3,4.49
Fe0.46 Ge0.17 N0.01 V0.36,6.8
Ni3 Si5 Tb2,7.07
Fe2 K0.5 Rb0.5 S3,3.23
C2.4 H34.6 Au8 K10 N0.8 O52.3 Se8,4.12
Ge5 Pr1,6.8
H1 Al3 Ca0.46 O13 Si3 Sr1.54,3.76
Ge2 Mn2 Y1,6.59
Ga0.72 Nb3 Sn0.28,8.48
Gd1 Os2 Si2,11.82
Mn1.9 O3.6 S0.1 Zn0.9,4.92
Gd3 Ge1.45 Se7,6.72
H0.3 Tm1,8.85
As15 Ge7 Rb1,5.12
C2 Fe1 Sc1,5.11
C6 H14 Be4 K6 O26,1.99
H13.4 Na8 O58.7 Si16 Ti8,2.98
Ga0.18 Ge0.82 S8 V4,3.93
H1.36 K2.91 N0.09 O8 S2,2.58
Ga1 Ni0.15 V2.85,6.7
Ba0.3188 Cu3 La1.0012 O7.13,4.49
Fe3.6 Ga0.4 N1,7.39
Ca1 Ni2 Zn3,6.2
Al2.8 Be1.2 Ce1,4.07
Co1.5 Ni1.5 Y1,7.52
Ag0.67 Eu1 Si1.33,6.36
Ca0.325 La0.65 Mn1 O2.975,5.88
C32 H82 N4 O27 V10,1.66
Al8 Au3.91 Ce1 Si1.09,7.46
H54 Li4 N18 P14,1.25
I6 Rb2 Te1,4.5
Er0.363 Gd0.637,8.26
Ag1 Cd1,9.89
Ca4.801 F0.982 O12 P2.796,3.11
Ba1 Ca1 Co2.22 O7 Zn1.62,4.93
Cr1.992 Fe0.024 Mg0.984 O4,4.43
H30.6 Ga15.4 K15.4 O95.3 Si24.6,2.63
H4 K3 Mo5 Na1 O23 Se2,3.5
Ge2 Rb4 S6,3.09
Mg0.333 Nb0.667 O3 Pb0.93,7.8
As2 Gd2 K2 Se9,5.11
Cs2 Mo12 Se14,6.33
Bi8 I0.5 Ni8 S1,8.76
Al1 As1 O4,3.36
Al1 Cl4 Hg2 Sb1,4.99
O6 Ta1.5 Tl1.5 W0.5,8.79
In2 Ni9 Y1,8.56
Ba1 In0.05 O2.97 Yb0.05 Zr0.9,6.35
Ba0.4 Mg1 O6 Sr1.6 Te1,5.86
Al4 Fe2 O18 Si5,2.74
Ba3 Ir2 O9 Y1,7.81
Os0.8 Ta1.2,18.54
Cr1.5 Fe0.5 Mn1 O4,4.95
C2 B3 Y2,4.57
Rh1 Sb1 Te1,8.91
C7 Lu5 Re2,11.84
Ba1 Mn0.1 O3 Ru0.9,7.09
P6 Rb4,2.76
Ba2.605 Pb1.39 S10 Sb4,5.04
H18 Br6 O8 Te1,2.78
B4 Cu1 Er2 O10,6.57
H2 Li1 Nb1 O7 W1,4.7
Nd0.15 Sc0.85 Si1.67,3.92
Cu0.68 Li0.32 Nb3 O8,5.4
C2 H8 Al2 F1 N1 O8 P2,2.16
Ag4.92 La1 Mg1.08,8.14
Rh0.01 Zr0.99,6.5
Br12 Fe1 Gd7,5.61
Cr2 Na3 O12 P3,3.26
Au3 Sm1,15.29
H30 Fe7 K5 O68 Si20,2.35
Na1 O4 Pr1 Ti1,4.98
Mn6.65 Ni4 Zn91.832,7.31
C4 H14 Cl2 N2 O6 P2 Zr1,1.87
F4 Te1,4.37
B2 Co3 Dy1,9.06
Ce1 Ga1 Pt4,15.19
C1.7 Ba4 Cu1.45 Li0.85 O9.7,5.35
C8 H24 Cl6 N2 Sn1,1.5
Al1 Tc2,8.9
Ca0.25 La0.75 Mn1 O2.5,5.55
As3 Cd4 Na1,5.97
H4 Al2 Ca0.51 O10 Si2 Sr0.49,3.27
Ga7.504 Pt0.496 Yb2,8.15
Co2 Sc1,6.52
B1 Fe14 Nd1 Tb1,7.8
H1 Gd1 O4 Ti1,5.56
O5 Pb1 Se2,5.93
C1 Cl1 La1 N2,4.47
Na0.78 O3 W1,7.31
Ce2 Hf1 S5,6.08
Ba3 Fe1.56 Ir1.44 O9,7.57
H6.34 Ca0.83 O12 Si3 Zr1,2.68
La1 Mn1 O3.11,6.82
Ce0.85 Co5 Hf0.15,8.74
Fe0.16 Li1 Mn1.77 O4,4.27
Bi1 Mn1 O6 Pb1 Sr2,7.26
Ga0.6 W0.4,10.33
Cu1 La2 O4.178,7.11
As2 F12 Fe1 O8 S4,2.69
As12 Er5 Ni16 Zr3,9.21
H0.6 Li0.4 O3 Sb1,5.37
La0.93 Mn1 O3,6.54
Bi1 Ir1 Te1,12.81
Li1 Mn1.54 Ni0.46 O4,4.44
Cr1 Fe1 In1 S4,4.24
H21 Br18 K8 O10 Rh3,3.13
Bi5 K6 Zn1,4.59
As2 Hg1 Pb1 S5,5.49
Cr0.53 Cu2.47 La1.31 O7 Sr1.69,6.14
Co1 La1 O6 Os1 Sr1,7.64
Cu3 La0.4 O7.17 Sr1.6 Y1,5.95
Al76 Co24 Cu1.9,4.09
O1.49 Ti1,4.56
Cu1 La2 O3.5,6.47
Ag15 Ho3 O36 Si12,5.5
Bi3 Sc5,7.31
Mn1 Na0.08 O3 Pr0.92,6.71
N2 P1 U2,10.83
Li0.55 Mn2 O3.51,4.06
As1 Fe1 Nd1 O0.95,7.15
Fe1.7 Ni0.3 O7 Sr3,5.44
Al40 Ba21,3.95
Ba24 Ge95.8 In4.2,5.7
Ba0.33 La0.67 Mn0.95 O3 Ti0.05,6.68
H2 O9 Rb2 Si2 U1,4.21
S2 Se2 Tl3 V1,6.69
H3 Br6 In1 K3 O1.5,3.37
Ga14.23 Ge4.9 Mg8.87 O40,5.1
Cl8.718 Sb1 Se0.906,2.65
C4 N6 Zn1,1.88
H0.18 La0.8 O3 Sc1 Sr0.2,5.47
Nb2.25 S6 W0.75,5.32
Ce0.6 O1.8 Y0.4,6.29
Cu3 S4 Ta0.5 V0.5,4.45
H0.65 Cu0.8 Ni0.2 Ti2,5.52
Mn1 Sb5 U3,10.25
Bi3.48 Ge3 O11.04,6.37
H3 Al2.11 Ca0.3 Mg0.31 Mn2.28 O14 Si3,3.63
Fe0.905 Na0.895 O2 Si0.095,3.31
C2 H4 Ag1 O10 S1 Sm1,3.88
H12 Cu1 K0.784 O14 Rb1.216 Se2,2.76
Er1 Pb1 Pr1 S8 Si2,4.57
Ca1 Cr1 O4 Sm1,5.92
Eu0.01 Li3 Na0.98 O4 Si1,2.47
Er0.9 Ho0.1 Mn1 O3,7.29
Lu1 Pd2 Si1,10.26
Er1 Ge3 Ni1,8.48
Co1 Fe1.8 Mo0.2 O4,5.56
H27 Ag66.31 Al96.9 O384 Si96,2.09
H4 Cl1 O6 Rb1 Se2,3.17
H1 F1 O3 P1 Sb1,3.69
Al3.95 Ce1 Cu6.62 Ga2.28,6.58
Ba0.96 Eu0.04 F1 O2 Sc1,5.4
Rb4 Re6 S13,5.63
Co1 Er4 Sn8,9.02
Ba1.2 Cu2 O6.93 Pr1 Sr0.8 Tl0.898,7.05
Mg1 S1,2.66
P1 Pd1 Rb1 S4,2.77
Ho3 O7 Ta1,9.01
Ni1 O11 P4,3.06
Sb0.5 Te0.5 Tm1,8.93
Ni0.02 O1 Zn0.98,5.68
H118 N14 Na1 O141 P5 W30,4.12
Ba1 Ga0.18 Sn0.82,5.37
Mo5 Nd1 O8,7.82
C2 H2 O6 Rb2,2.89
B4 Os1 Tb1,10.62
Pt23 Si11 Sm3,14.6
K7 O24 S6 Ta1,2.85
As1 Fe1 Nd1 O0.92,7.17
Ga0.3333 Ge0.3333 N1 Zn0.3333,6.04
Gd2 O7 Te0.2 Ti1.8,6.74
Bi5 Mn1 Nd3,9.99
Li2 Mg2 O12 S3,2.58
B3 Ca4 Dy1 O10,3.8
Cu0.02 Nb2.04 O7 Ti0.96,4.36
Eu1 Hg2,11.59
B4 Ca2 Fe0.22 Mg1.78 O10,3.03
Li1.7 O22 V9,3.54
Ca0.5 Mn1 O3 Sr0.5,5.17
Al1 Dy1,6.79
As1.5 Na1 O12 P1.5 Zr2,3.47
Ge1 K0.21 O2.92 Sr0.79,4.13
H44.9 Ca1.1 Na2.9 O50 V10,2.4
H1 Na5 O17 Si4 Tm4,5.45
Bi0.72 Fe0.72 O3 Pb0.28 Ti0.28,8.25
Ag0.1 In0.9 Li1,5.24
Er2 In1,9.25
Ba1 F6 Rh1,5.16
Co1 I2,5.71
Ag6 Ge1 Hg0.82 S5.82,6.05
Ce0.02 O2 Ti0.98,3.96
Ba1 Br1 O4 Re1,5.7
Ca0.75 Cd1.25 O7 P2,4.29
Gd0.8 Ho1.2 O3,8.07
Ge2 Pu1,11.12
Bi3.5 Cl2 Cs0.6 La0.5 Nb0.6 O8 W0.4,7.28
Rh2 Yb1,12.14
Bi1 Na1 O3,6.5
H4 B1 F3 O2,1.93
Cr2 Ga0.39 Se3.94 Zn0.5,5.55
Cd4 Pd13 Pr6,9.58
C0.14 H2.12 Ag1.25 Cs0.64 N0.11 O0.7 Se3 Sn1,4.62
H12 Cs6 O28 P4 S3,3.19
C12 H55 N15 O36 V10,2.09
Er0.02 F3 Lu0.88 Yb0.1,8.25
H12 Cr4 N3 O16 P1,2.17
Fe0.27 S1 Zn0.73,3.97
H27 N4 O18 P3 Te1,2.1
C0.2 Re0.43 V0.57,12.75
Ce0.7 Cu2.75 O8.71 Sr2 Ti0.25 Y1.3,5.7
Co2 Sc0.4 Ti0.2 Y0.4,7.13
Gd1 Ge0.77 Si1.23,6.79
Al6.65 Ho3 Zn4.35,6.13
Fe0.8 Ge2 Mn1.2 Nd1,7.46
H2 Mg6.48 Mn0.52 O24 Si8,3.01
Br1 O4 W1 Yb1,6.88
Cu44 Eu7 Sb23,8.35
H2 As1 K1 O1 Se3,3.43
H3 O7.5 P2 Tl2,4.85
Cl14 Rh2 Te14,4.85
H10 Ce1 Cl2 O9 Re1,3.38
Hf9 Mo4 Ni1,12.35
Ba2 Ca2 Cu3 Hg1 O8.5,6.25
In1 Mg1 Y1,4.99
Cu1 Ge1 Tm1,9.3
Al92 O386 Si100 Tl66 Zn15,2.76
Al0.24 Cr1.72 Fe0.47 Mg0.4897 Mn0.06 O4 Ti0.021,4.64
Fe1 N1 Ni1,7.18
Ba1 Cu3 La4 Mn2 O13.86,6.93
H23 Co1 I3 N5 O13,2.87
H47 Li3 Mo8 O40 S8 W1,2.64
H0.25 Ce1 Ni2 Si2,6.73
Ca1 Pd5,9.8
Ca0.1 Ce0.6 Cu2 Gd1.4 O10 Ru1 Sr1.9,6.8
Cl6 Ga1 O2 Re1,3.34
H8 Cl7 K4 Np3 O10,3.79
Al1.78 Li1.63 Zn1.59,3.2
Nd2 O7 Si2,5.45
Ge0.4 Ni2 O4 Ti0.6,5.57
Ca0.22 La0.7 Mn1 Na0.08 O3,6.06
Ba1 O9 V4,4.89
H68.1 Cl6.7 Cu36.6 N2.6 O73.8,3.25
Ba2 Cu2 O11 Pr2 Ti2,6.57
Ni1 O4 Se1,4.82
Fe1 Ge2 Nd1,8.1
Al6 Na8 O28 Se1 Si6,2.28
H3.2 Mn2 Ti0.2 Zr0.8,5.9
Ba0.15 Ca0.2 La0.65 Mn1 O3,6.33
Ba1 Co0.7 Fe0.2 Nb0.1 O3,6.02
Co0.216 Li1 Mn0.33 Ni0.334 O2 Ru0.117,4.92
Co1 Fe1 O5.425 Sr3,5.05
C1 H12 Na1 O10 Y1,1.82
H4 Er1 O6 P1,4.25
Co12 Gd2 Mn5,9.02
C9 H20 Ge2.16 In1.84 N2 S8,1.96
Si3 Ti3 Zr2,4.97
Bi0.06 Eu0.03 Ga5 Gd2.91 O12,7.11
Cl6 O2 Pb0.55 W2,5.33
Ga3 Ho1 Mn0.077,8.25
I1 O4 P1 Sr2,4.16
H10 Mg1 O15 Se2 U1,3.43
Mo1 Na0.667 O4 Th0.1665 U0.1665,5.25
Ni0.7 Zn0.3,8.66
Bi9 Hf8,12.48
Al1.6 Gd1 Ni0.4,6.29
Ni1 Sc1,5.82
Co6 Dy1 Fe5 Ti1,8.28
Al72 Ge26.3 Mn57.7,5.19
C7 H10 Cu1 N6 Ni1,1.8
Ba6 Mn2 Na2 Nb2 O17,5.45
Er6 Ga1.43 Ni2.57,9.14
Bi1 Cl4 N3 S4,2.97
In4 Pd2 Sc5,6.57
H18 Cr4 O24 U1,2.65
F6 O2 Pt1,4.49
Cr0.028 O2 Sn0.987,7.01
H6 Ca1 Fe2 O17 V4,2.98
H3.5 Er1 Fe3,7.93
H10.092 Al1.908 Co0.092 N2 O10 P2,2.35
Al9 Mg3.5 O20 Si1.5,3.49
Co1 Na3 O2,2.59
Gd1 O6 V1 W1,7.61
In16 S35 Zn4,1.03
Cs1 F6 Fe2,4.22
Cu3 In3 Mn2 Te8,5.79
Nb1 O5 Rb1 Ti1,4.35
Br3 Nb3 Se10,5.11
Ca2 Ge1 N2,3.79
Ag1.5 Zn1.5,9.09
Al0.5 Ni1.5 Y1,5.98
H1.91 Al1.85 Ca0.07 F0.09 Fe2.42 Mg3.87 Mn0.03 Na0.4 O23.91 Si6.74 Ti0.02,3.26
H58.808 Ca3.84 O125.404 Si47.664,2.12
C1 F1 K1 O3 Rb2,3.32
Cr0.09 Ni0.91,8.74
Cd1 Pt2 Zn1,15.49
Ca0.96 Cr1 F5.925 Li1,3.16
Ca2 Eu0.5 O6 Ta1 Y0.5,5.98
C1 I1 N1 O1 Sr1,3.83
H0.738 F1 Na3 O10.369 P2 Ti2,3.11
Fe0.86 Mg1.14 S4 Si1,2.85
Cu0.154 Ge0.077 Hg0.769 Se1,7.56
Eu4 O1 Sb2,6.95
H2 Cu1 I3 O2 Pb2,6.48
Ca0.4 La0.2 O3 Sr0.3 Ti1,4.78
S2 Ta1.08,7.53
H136 Bi18 Ce12 N10 Na16 O331 W74,3.88
Al6.142 Ga9.18 Si30.678 Sr8,3.42
Na2.28 O12 P3 Sc2,2.75
B3 Cd4 In1 O10,6.06
Cu0.16 Se2 Ta1.08,9.16
O2 Rb2 Sn1,4.43
Ga1 Na1 Se2,4.15
C0.6 Mo4.8 Si3,7.9
B2 Lu1 Ru1,10.36
Cr1.7 Si0.3 Ta1,11.02
Nd2 O6 S1,5.96
H2 F24 O1 Th6,6.35
Fe0.5 Nb0.5 O3 Sr1,5.58
Al1 Cu1 Gd0.5 Th0.5,7.88
Fe4 Rb7 Te8,4.35
Ba1 O2.95 Sn0.5 Tb0.5,7.25
H8 Mn5 O16 S3,3.03
Li1 S2 Sn1,3.42
Ba4 Nb6 O30 Sm2 Zr4,5.9
B6 Gd2 Os1,9.59
B2 Cr1 O6 Tm1,5.58
Bi2 Hf0.951,12.46
Al2 B2 Ba1 O7,3.07
Mg1 Mo1 N2,6.36
Er2 Pd2.15 Si0.85,8.94
Mn2 Sb1,7.06
Ni2 Sc2 Sn1,6.37
Ba1 La1 Sb2 Se6,5.8
Se1 Y1,6.01
H19.44 Ba0.12 Ca0.12 F0.36 K0.04 Mn0.34 Na3.94 Nb1.5 O25.19 Si4 Sr0.14 Ti1.27,2.43
Mn3 Si3 V2,5.82
Al3 Fe11 Nd6,6.78
Dy2 P7 Rh12,9.64
H1 Al2 B1 Ca2 Fe1 O16 Si4,3.32
Cu1 Lu1 Si1,8.51
In2 Rh1 Sm1,9.17
Ag1 Pb3 Zr5,9.92
Eu1 Ge2 Zn2,7.1
C6 H4 Na4 Np2 O18,3.6
F7 Ga1 Na2 Ni1,3.77
Er0.3 La1.7 O3,6.9
Al0.6 Fe0.4 O3 Tb1,7.55
Fe1 La0.8 Nd0.2 O3,6.7
As2 Cu1,5.81
H15 Br3 Ir1 N5,3.28
Al6.06371 Ga4.26629 Mg0.666 Na1.604 O17,4.08
Er6 Ni2.22 Pb0.54,9.66
Ga9 Pt2 Yb3,9.46
Cr0.2 Fe0.8 Nd1 O3,6.99
Ba2 Ge2 Te5,5.76
Ga12 Pd1 Pr2,7.06
B13 Ni1 Tm4,7.61
C3 H1 Bi1 N3 O0.5 S3,3.13
Ba0.1 Ca0.025 Na0.875 Nb0.875 O3 Ti0.1 Zr0.025,4.67
Ga4 Ni1 Sm1,7.74
C1 Yb2,9.51
Ba0.2 Ce0.66 Cu2.5 Nd1.67 O12 Ru0.5 Sr1.47,6.99
H1.52 O14 P3 Sr5,4.2
Au0.79 Cd0.22 Sr1,7.39
B3 Ba3 O9 Tm1,5.65
Co2 Mo3 O8,6.21
Mn2 P2 Se6,4.56
La1 Mn0.1 O3 Sc0.9,5.85
Ho1 Ni0.6 Sb2,8.71
Ba3 Lu1 O9 Ta1 Ti1,7.49
Co1 Cr0.5 Fe1.5 O4,5.32
B2 Ir5 Mg2 Ti1,13.78
C4 H8 Na1 O10 Y1,2.12
Ba0.575 O3 Sn1 Sr0.425,6.89
H7 N3 Na2 O8 P3 Tl1,3.3
As0.98 S3 Sb1.02,3.98
Al0.222 Cr1.721 Fe0.444 Mg0.601 Mn0.007 O4 Ti0.002,4.59
C14 H24 K2 Mn3 Mo2 N14 O12,1.88
Hg4 Ni1,13.13
Ho1 Te3,7.78
Co0.7 Fe0.3 Mo1 O6 Sr2,5.73
Hg1 N3 O6 Tl1,5.77
Al2 Ce0.9 Sc0.1,4.69
F3 Ni1,4.4
Ga2 In6 O8 Pt1,7.62
H2 O25 Si12,1.83
Ag40 In114 Li278,3.96
La1.83 Ni1 O3.84,6.58
Fe5 Li1 O8,4.76
Co1 O12 Re2 Sr4,6.81
F3 Fe1 K0.59,3.51
Fe0.5 V1.5 Zr1,6.68
F9 O6 Y7,5.11
Ce5 Mo8 O32,4.84
Co1 Li0.49 O2,4.91
C0.889 Ba1.11 Cu1.111 O4.989 Sr0.89,5.35
C3 Ni10 W3,9.36
La2 Mn1 O5.985 Ru1,7.11
Ce1 N5 Si3,4.63
Pb5.9 Sr3.5,7.92
Nb1 O5 U1,6.87
B6 Sm1,5.06
H1 Cr0.5 K1.5 O6.5 Te1.5,5.0
Pt1 Tl1,15.77
Ag2 Mo2 O7,5.87
Dy0.33 Ho0.33 Y0.34,7.25
Ir2 Pr5,9.11
O6.28 Sb2.57 Tl0.65,6.63
Cl3 Cs5 Cu5 O21 P6,3.82
Li1.152 Mn1.704 O4,3.95
Fe28 Gd3 Re1,8.49
Mn0.13 S2 Ti1,3.33
Co5.43 Hf0.06 Sm0.72,8.59
Cu0.167 Li2.833 N1,1.65
Ag0.32 Al2.68 Ti1,4.04
La10 O3 Si8,5.65
Al0.368 Cr1.564 Fe0.424 Mg0.624 Mn0.007 O4 Ti0.002,4.51
Ba2 Co0.03 Cu2.97 O6.93 Y1,6.38
C12 Fe4 Ge1 O12 S4,2.17
B6 Nb0.62 Ni20.99 U1.39,9.32
Ba1 Co2 Gd1 O5.5,7.25
Ca0.3 Cs0.3 Gd0.7 P1 S4,3.09
Mg1 Se4 Y2,4.44
Fe0.6 Nd1 Sb2,7.66
C7 H15 Cl6 Mo3 N1 O7,2.4
As4 S2.35 Se1.65,4.07
Hg1 O4 S1,6.5
H2 B1 Na1 O7 Si2,2.86
Ga2 Gd3 Mn3 Si1,7.17
C8 Br2 Mn2 O8,2.39
Al14.08 Ba8 Si30.83,3.25
Au3 Dy1,16.22
Cs2 In3,5.14
H15.64 Al18 K9 Na15 O88.82 S2 Si18,2.38
Br2 Cu1,4.89
Ce0.7 Cu2.75 Ge0.25 O8.59 Sr2 Y1.3,5.77
Tl1 Yb2,9.79
Na4 S4 Sn1,2.64
Ba1 S1,4.35
Ba2 Co0.6 Fe2.4 O8.034 Y1,6.1
Ga1 Pb3 Zr5,9.71
In2 S5 Zn2,4.37
Mg5 Nd1 Ni1,3.5
Rh1 Sn1 Th1,11.26
Cs1 O8 Sb1 V2,4.21
La0.67 Li0.19 Ni0.1 O3 Ti0.9,5.42
Mo1.52 O8 V1.48,3.99
B1 Hf9 Re4,14.86
Al1 Na1 O4 Si1,2.57
Np1.1 Pu0.9,20.26
C7 H12 Co1 N7 O3 Sr1,1.83
Mg1.692 O4 Ti1.1 Zn0.108,3.65
Fe0.15 Ho2 O7 Ti1.85,6.95
Mn1 O3 Sm0.5 Sr0.5,6.54
C1 Al1 Mn3,5.9
Au1 Er1 In1,12.16
Co3 Cu2 Pr1,8.28
Ca1 K2 N4 O8,1.79
Gd1 Te3,7.58
Br3 Cs1 V1,4.48
Fe0.61 Mg1.39 O4 Si1,3.59
H5 Fe17 Gd2,7.78
Mo3 Si2,2.45
H6 Cr1 K3 O6,2.47
Cs1 Eu1 S2,4.88
H6 F4 Mn1 Na1 O3,2.3
Ca3 In4 Ni8,6.62
Pt1 Sb1 Sm1,11.02
H8 B2 O8 Sr1,2.6
Cd1 Cu2 Pr2,7.48
Al1.07 Ca1 Li0.93,1.79
Er2.7 Mn23 Pr3.3,7.71
Ir1 Sb3,9.38
Am0.4162 Pu0.5838,14.9
H4 K4 O9 V2,2.41
Ba1 K2 O8 W2,5.41
H1.75 Al2.78 Ca1.12 F0.25 Fe1.42 K0.02 Mg2.4 Na1.58 O23.75 Si6.44 Ti0.04,3.21
Fe2.067 Mn0.645 O4 Zn0.288,5.07
Am0.9 Pu0.1,13.91
B3 Cr3.4 V1.6,6.24
In0.9 Se2 Sn0.1 Tl0.9,6.83
H12 Br7 Ge2 N3,3.06
Ba2 F10 Fe3,4.93
H36.72 Al7.13 Ba1.14 K4.86 O90.36 Si28.87,2.14
P6 Pt4 Sr1,9.3
C3 Ce0.2 Th1.8,10.26
In1 Nb1 O4,6.29
Ba1.8 Ca0.3 Cu3 Nd0.2 O7 Y0.7,6.24
Al2.2 O22.98 Si9.84,1.3
Ir2 Sm5,9.95
